sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A1T3ZQLAB6VTMD,H_0001,3EJPLAJKE4CGQ3BI4JRKMS7LUI66ZD,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,7
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,12
58_1d7b005b0cf241d9890739a549769c86,main,mvadapter,spotex,goatex,TEXGen,syncmvd,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,syncmvd,paint3d,goatex,TEXGen,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A2E82CZGAYI325,H_0001,3W8CV64QJKVHH1DMW4OP6VUIOTX9H1,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,goatex,spotex,syncmvd,paint3d,mvadapter,TEXGen,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A2500R0F1TR1P0,H_0001,3EFVCAY5LL5DU2P2FCLWICFMHFJJ8R,24
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,paint3d,mvadapter,syncmvd,TEXGen,spotex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,paint3d,mvadapter,TEXGen,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,paint3d,mvadapter,A2EELIDU9CQJJG,H_0001,3A0EX8ZRNQKMRPI84O69J1KB2PDBYC,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,7
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A3N4UIT4MH4CT1,H_0001,3CCZ6YKWRPF518TRV2NGHYRSJK695K,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,7
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,mvadapter,spotex,goatex,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,spotex,TEXGen,paint3d,mvadapter,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,spotex,goatex,syncmvd,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,23
