sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A3F8PXFV8BRHJS,H_0001,3570Y55XZ7FII6QJKAYNKCB8I25GYY,24
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,paint3d,spotex,TEXGen,syncmvd,mvadapter,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,1
06_ce195c7adddb44d2bf963c526756362a,main,syncmvd,paint3d,TEXGen,spotex,mvadapter,goatex,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,paint3d,syncmvd,mvadapter,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,5
58_1d7b005b0cf241d9890739a549769c86,main,mvadapter,goatex,spotex,TEXGen,paint3d,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,TEXGen,mvadapter,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,TEXGen,paint3d,mvadapter,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,goatex,paint3d,TEXGen,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,12
58_1d7b005b0cf241d9890739a549769c86,main,syncmvd,spotex,mvadapter,paint3d,goatex,TEXGen,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,goatex,mvadapter,paint3d,syncmvd,TEXGen,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,mvadapter,spotex,paint3d,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,15
01_d85c3093011d4e03a0df7a4049b13816,main,goatex,spotex,syncmvd,paint3d,mvadapter,TEXGen,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,paint3d,TEXGen,mvadapter,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,goatex,TEXGen,syncmvd,paint3d,mvadapter,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,TEXGen,goatex,mvadapter,paint3d,syncmvd,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,paint3d,mvadapter,A13EFW7ZB8TF34,H_0001,3X1FV8S5JFN1ECVEFZB3DD7E0L2VG3,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,TEXGen,syncmvd,paint3d,spotex,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_4,_corrupt_2,_corrupt_0,_corrupt_1,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,1
06_ce195c7adddb44d2bf963c526756362a,main,goatex,spotex,TEXGen,mvadapter,syncmvd,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_3,_corrupt_4,_corrupt_0,_corrupt_1,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,mvadapter,paint3d,goatex,TEXGen,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_4,_corrupt_1,_corrupt_3,_corrupt_2,_corrupt_0,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,paint3d,mvadapter,TEXGen,syncmvd,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,syncmvd,TEXGen,goatex,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_1,_corrupt_4,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,TEXGen,syncmvd,mvadapter,goatex,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,paint3d,syncmvd,goatex,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,paint3d,mvadapter,TEXGen,syncmvd,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,syncmvd,paint3d,TEXGen,mvadapter,goatex,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,14
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,goatex,spotex,mvadapter,syncmvd,TEXGen,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,15
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,syncmvd,goatex,TEXGen,paint3d,mvadapter,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,16
06_ce195c7adddb44d2bf963c526756362a,main,TEXGen,goatex,syncmvd,mvadapter,spotex,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,paint3d,TEXGen,goatex,syncmvd,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,goatex,syncmvd,TEXGen,mvadapter,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,_corrupt_3,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,TEXGen,syncmvd,goatex,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,23
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,AA7Z1QIEP8P0A,H_0001,33F859I56O905USJUO2LX1P8CT0HBJ,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,syncmvd,TEXGen,spotex,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,TEXGen,syncmvd,mvadapter,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,TEXGen,goatex,mvadapter,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,4
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,5
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,7
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,TEXGen,goatex,syncmvd,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,mvadapter,syncmvd,goatex,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,10
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,TEXGen,goatex,syncmvd,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,paint3d,TEXGen,mvadapter,syncmvd,goatex,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,12
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,TEXGen,syncmvd,spotex,mvadapter,paint3d,goatex,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,spotex,syncmvd,mvadapter,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,goatex,TEXGen,syncmvd,spotex,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,mvadapter,goatex,syncmvd,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,paint3d,syncmvd,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,18
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,TEXGen,syncmvd,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,goatex,syncmvd,spotex,mvadapter,TEXGen,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,TEXGen,spotex,mvadapter,paint3d,APXK08LMHFHM8,H_0001,3X87C8JFVO7CZ98OO0BAW4R974ISQR,24
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,syncmvd,TEXGen,paint3d,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_1,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,1
06_ce195c7adddb44d2bf963c526756362a,main,goatex,syncmvd,paint3d,mvadapter,TEXGen,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_4,_corrupt_0,_corrupt_1,_corrupt_2,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,3
45_1a6d42ef69294498937aab039ececb00,main,TEXGen,syncmvd,paint3d,spotex,goatex,mvadapter,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,4
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,goatex,mvadapter,TEXGen,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,5
58_1d7b005b0cf241d9890739a549769c86,main,TEXGen,syncmvd,goatex,mvadapter,paint3d,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_3,_corrupt_0,_corrupt_2,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,7
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,TEXGen,mvadapter,syncmvd,goatex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,8
45_1a6d42ef69294498937aab039ececb00,main,paint3d,TEXGen,mvadapter,syncmvd,goatex,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_4,_corrupt_0,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,10
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,mvadapter,TEXGen,goatex,syncmvd,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,paint3d,spotex,TEXGen,goatex,syncmvd,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,12
58_1d7b005b0cf241d9890739a549769c86,main,goatex,paint3d,TEXGen,spotex,syncmvd,mvadapter,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,syncmvd,mvadapter,goatex,spotex,TEXGen,paint3d,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,14
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,spotex,TEXGen,syncmvd,goatex,mvadapter,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,15
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,syncmvd,paint3d,goatex,TEXGen,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,16
06_ce195c7adddb44d2bf963c526756362a,main,goatex,syncmvd,TEXGen,mvadapter,paint3d,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,paint3d,syncmvd,spotex,mvadapter,TEXGen,goatex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,18
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,goatex,mvadapter,TEXGen,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_1,_corrupt_3,_corrupt_4,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,goatex,syncmvd,paint3d,TEXGen,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,23
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,syncmvd,goatex,TEXGen,mvadapter,spotex,AV66R2WW4O79G,H_0001,3JMSRU9HQ0Q3UYZN94LFDAM2N5NVEM,24
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,0
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_2,_corrupt_1,_corrupt_3,_corrupt_0,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,syncmvd,goatex,TEXGen,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_3,_corrupt_1,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,3
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,syncmvd,TEXGen,goatex,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,4
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,spotex,syncmvd,goatex,mvadapter,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,5
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,paint3d,mvadapter,spotex,TEXGen,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,6
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_1,_corrupt_0,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,7
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,spotex,goatex,paint3d,mvadapter,TEXGen,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,8
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,goatex,syncmvd,TEXGen,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,9
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_3,_corrupt_0,_corrupt_4,_corrupt_2,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,10
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,spotex,mvadapter,goatex,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,11
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,TEXGen,syncmvd,mvadapter,goatex,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,12
58_1d7b005b0cf241d9890739a549769c86,main,goatex,mvadapter,spotex,TEXGen,syncmvd,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,13
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,mvadapter,goatex,paint3d,TEXGen,syncmvd,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,14
48_d53b232eab0048b48835c2caef28f44e,main,goatex,paint3d,syncmvd,TEXGen,mvadapter,spotex,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,15
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,paint3d,syncmvd,mvadapter,goatex,TEXGen,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,16
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,syncmvd,goatex,TEXGen,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,17
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,18
02_16ee83e509e745998f229da44a8387e8,main,paint3d,syncmvd,goatex,TEXGen,spotex,mvadapter,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,19
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,20
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,goatex,syncmvd,TEXGen,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,21
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,spotex,syncmvd,mvadapter,TEXGen,goatex,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,22
35_02797d5feaac4ccabfdf8b357fa2a13a,main,goatex,mvadapter,spotex,TEXGen,syncmvd,paint3d,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,23
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,paint3d,mvadapter,spotex,A1B9BKEEHVCRZJ,H_0001,3NXNZ5RS1STKOC7AJV2DFI5OAQ197Z,24
