sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx,batch
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,paint3d,mvadapter,TEXGen,syncmvd,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,goatex,mvadapter,paint3d,TEXGen,syncmvd,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,goatex,paint3d,spotex,mvadapter,syncmvd,TEXGen,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,paint3d,syncmvd,TEXGen,mvadapter,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,TEXGen,mvadapter,spotex,goatex,syncmvd,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,goatex,syncmvd,TEXGen,paint3d,A2OXYZ82Q8UTSA,H_0001,3S4AW7T80TEI6RQ06U7WHFC9JH74LK,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,spotex,syncmvd,TEXGen,paint3d,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,goatex,paint3d,syncmvd,TEXGen,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,TEXGen,goatex,mvadapter,paint3d,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,goatex,syncmvd,paint3d,TEXGen,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,goatex,spotex,TEXGen,paint3d,syncmvd,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,syncmvd,TEXGen,paint3d,goatex,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,goatex,paint3d,syncmvd,TEXGen,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,syncmvd,TEXGen,goatex,mvadapter,paint3d,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,paint3d,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,paint3d,syncmvd,TEXGen,goatex,spotex,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,syncmvd,mvadapter,goatex,TEXGen,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,syncmvd,TEXGen,paint3d,goatex,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,goatex,spotex,syncmvd,paint3d,TEXGen,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,syncmvd,spotex,goatex,paint3d,TEXGen,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,TEXGen,syncmvd,goatex,paint3d,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,spotex,syncmvd,paint3d,mvadapter,A36B4ZMCYQHKBJ,H_0001,333U7HK6IRBPBXLTWKWC44TNS5UJD9,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,TEXGen,mvadapter,syncmvd,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,syncmvd,spotex,goatex,TEXGen,mvadapter,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,paint3d,TEXGen,syncmvd,mvadapter,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,syncmvd,goatex,mvadapter,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,paint3d,TEXGen,syncmvd,mvadapter,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,TEXGen,syncmvd,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,paint3d,goatex,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,mvadapter,syncmvd,paint3d,TEXGen,goatex,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,spotex,syncmvd,mvadapter,goatex,TEXGen,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,paint3d,goatex,mvadapter,syncmvd,TEXGen,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,goatex,mvadapter,spotex,syncmvd,TEXGen,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,paint3d,TEXGen,syncmvd,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,mvadapter,paint3d,TEXGen,goatex,syncmvd,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,spotex,syncmvd,mvadapter,goatex,TEXGen,A177VIW43UU3O2,H_0001,39GHHAVOMXNCB12039VJ10ZHFS1J4W,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,_corrupt_0,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_0,_corrupt_1,_corrupt_3,_corrupt_4,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,goatex,paint3d,TEXGen,syncmvd,mvadapter,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,paint3d,syncmvd,TEXGen,goatex,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_2,_corrupt_4,_corrupt_3,_corrupt_1,_corrupt_0,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,syncmvd,mvadapter,TEXGen,goatex,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,TEXGen,mvadapter,syncmvd,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_2,_corrupt_3,_corrupt_4,_corrupt_1,_corrupt_0,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,syncmvd,mvadapter,paint3d,TEXGen,goatex,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,paint3d,syncmvd,goatex,TEXGen,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,goatex,TEXGen,syncmvd,spotex,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,syncmvd,goatex,TEXGen,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,paint3d,TEXGen,syncmvd,goatex,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_0,_corrupt_2,_corrupt_1,_corrupt_3,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,paint3d,syncmvd,TEXGen,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A3DJUABETF36E0,H_0001,3X3OR7WPZHWJPSD2IXX9YRSEL338LV,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,syncmvd,goatex,TEXGen,mvadapter,paint3d,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,goatex,mvadapter,spotex,syncmvd,TEXGen,paint3d,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,mvadapter,goatex,syncmvd,TEXGen,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,syncmvd,TEXGen,goatex,paint3d,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,paint3d,mvadapter,spotex,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,TEXGen,mvadapter,paint3d,syncmvd,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,mvadapter,TEXGen,goatex,syncmvd,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,TEXGen,goatex,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,mvadapter,spotex,TEXGen,syncmvd,paint3d,goatex,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,TEXGen,paint3d,syncmvd,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,goatex,syncmvd,TEXGen,spotex,paint3d,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,spotex,mvadapter,TEXGen,syncmvd,paint3d,goatex,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,syncmvd,paint3d,TEXGen,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,goatex,syncmvd,TEXGen,spotex,mvadapter,paint3d,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,TEXGen,goatex,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_4,_corrupt_3,_corrupt_0,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,goatex,paint3d,syncmvd,TEXGen,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,spotex,goatex,syncmvd,TEXGen,paint3d,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,goatex,syncmvd,paint3d,spotex,TEXGen,mvadapter,A2GMN5LBCBZFMX,H_0001,3ZQIG0FLQWCXBYLEU4FLZGT2U87VWF,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,paint3d,syncmvd,TEXGen,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,goatex,mvadapter,paint3d,TEXGen,syncmvd,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,spotex,mvadapter,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,syncmvd,TEXGen,paint3d,mvadapter,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,TEXGen,syncmvd,mvadapter,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,syncmvd,TEXGen,goatex,paint3d,mvadapter,spotex,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,TEXGen,mvadapter,goatex,paint3d,syncmvd,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,12,batch1
