sample,kind,m_rank1,m_rank2,m_rank3,m_rank4,m_rank5,m_rank6,workerId,hitId,assignmentId,trialIdx,batch
58_1d7b005b0cf241d9890739a549769c86,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,spotex,syncmvd,TEXGen,goatex,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,goatex,paint3d,TEXGen,syncmvd,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,paint3d,mvadapter,syncmvd,TEXGen,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,syncmvd,goatex,mvadapter,paint3d,TEXGen,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,TEXGen,paint3d,syncmvd,goatex,mvadapter,spotex,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,goatex,paint3d,syncmvd,TEXGen,mvadapter,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,syncmvd,paint3d,goatex,spotex,mvadapter,TEXGen,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,syncmvd,spotex,TEXGen,goatex,paint3d,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,mvadapter,spotex,syncmvd,TEXGen,paint3d,goatex,AZV2KQT9MRY05,H_0001,35BLDD71IOT15TQJ5RZSYKNKBABVZ5,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,TEXGen,paint3d,spotex,syncmvd,goatex,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,0,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,1,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,TEXGen,goatex,syncmvd,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,2,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,3,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,syncmvd,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,4,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,mvadapter,goatex,syncmvd,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,5,batch1
58_1d7b005b0cf241d9890739a549769c86,main,goatex,spotex,paint3d,syncmvd,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,6,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,7,batch1
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,spotex,paint3d,mvadapter,goatex,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,8,batch1
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,TEXGen,mvadapter,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,9,batch1
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,10,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,mvadapter,syncmvd,TEXGen,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,11,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,TEXGen,syncmvd,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,12,batch1
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,goatex,mvadapter,paint3d,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,13,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,goatex,spotex,syncmvd,mvadapter,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,14,batch1
48_d53b232eab0048b48835c2caef28f44e,main,paint3d,mvadapter,syncmvd,spotex,TEXGen,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,15,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,TEXGen,syncmvd,paint3d,spotex,goatex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,16,batch1
06_ce195c7adddb44d2bf963c526756362a,main,spotex,TEXGen,syncmvd,goatex,mvadapter,paint3d,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,17,batch1
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,TEXGen,mvadapter,goatex,paint3d,syncmvd,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,18,batch1
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,goatex,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,19,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,20,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,paint3d,goatex,syncmvd,spotex,TEXGen,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,21,batch1
54_120ac5f53bda4d1d9306a050a3b6e46b,main,paint3d,spotex,syncmvd,goatex,TEXGen,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,22,batch1
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,paint3d,TEXGen,syncmvd,goatex,spotex,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,23,batch1
48_d53b232eab0048b48835c2caef28f44e,main,TEXGen,spotex,syncmvd,goatex,paint3d,mvadapter,A361WGXXHRABJW,H_0001,32SVAV9L3X5GSCGS9PDNYW4SB5B3AF,24,batch1
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,goatex,spotex,syncmvd,TEXGen,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,spotex,goatex,TEXGen,syncmvd,mvadapter,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,mvadapter,goatex,syncmvd,TEXGen,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,goatex,mvadapter,paint3d,spotex,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,mvadapter,spotex,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,syncmvd,paint3d,goatex,mvadapter,spotex,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,mvadapter,TEXGen,goatex,syncmvd,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,spotex,mvadapter,goatex,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,TEXGen,paint3d,syncmvd,goatex,spotex,mvadapter,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,syncmvd,spotex,goatex,TEXGen,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,spotex,goatex,TEXGen,paint3d,syncmvd,mvadapter,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,syncmvd,paint3d,spotex,goatex,TEXGen,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,paint3d,syncmvd,TEXGen,mvadapter,goatex,spotex,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,goatex,TEXGen,paint3d,syncmvd,spotex,mvadapter,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,goatex,spotex,mvadapter,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,goatex,syncmvd,TEXGen,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,spotex,goatex,syncmvd,TEXGen,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,spotex,mvadapter,TEXGen,syncmvd,goatex,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,spotex,goatex,syncmvd,TEXGen,mvadapter,paint3d,A1KSOW6MF660CU,H_0001,35L9RVQFC6EF1T1PUFJG2RHW1E7HU0,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,goatex,TEXGen,syncmvd,paint3d,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,_corrupt_3,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,goatex,TEXGen,mvadapter,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,goatex,syncmvd,paint3d,TEXGen,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,mvadapter,paint3d,spotex,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,goatex,spotex,paint3d,mvadapter,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,syncmvd,mvadapter,TEXGen,paint3d,goatex,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,paint3d,syncmvd,goatex,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,TEXGen,paint3d,spotex,syncmvd,mvadapter,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,spotex,goatex,TEXGen,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,mvadapter,paint3d,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,syncmvd,paint3d,mvadapter,TEXGen,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,TEXGen,mvadapter,syncmvd,goatex,paint3d,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,paint3d,goatex,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,goatex,spotex,TEXGen,mvadapter,paint3d,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_4,_corrupt_3,_corrupt_0,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,spotex,syncmvd,paint3d,TEXGen,goatex,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,spotex,goatex,syncmvd,TEXGen,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,TEXGen,spotex,mvadapter,goatex,paint3d,syncmvd,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,spotex,paint3d,mvadapter,A352NZSNQPL73A,H_0001,3OS46CRSLXVZHJ683M2H1MUP6706VD,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,goatex,mvadapter,syncmvd,TEXGen,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_4,_corrupt_2,_corrupt_1,_corrupt_3,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,mvadapter,spotex,goatex,TEXGen,syncmvd,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,paint3d,mvadapter,goatex,syncmvd,TEXGen,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,paint3d,goatex,spotex,mvadapter,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,syncmvd,TEXGen,mvadapter,spotex,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_4,_corrupt_0,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,syncmvd,TEXGen,paint3d,goatex,spotex,mvadapter,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,10,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,paint3d,syncmvd,mvadapter,TEXGen,goatex,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,11,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,paint3d,syncmvd,TEXGen,goatex,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,12,batch2
58_1d7b005b0cf241d9890739a549769c86,main,goatex,mvadapter,spotex,TEXGen,paint3d,syncmvd,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,13,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,paint3d,syncmvd,goatex,TEXGen,spotex,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,14,batch2
48_d53b232eab0048b48835c2caef28f44e,main,TEXGen,syncmvd,spotex,goatex,mvadapter,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,15,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,spotex,paint3d,mvadapter,TEXGen,goatex,syncmvd,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,16,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,mvadapter,syncmvd,TEXGen,goatex,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,17,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,main,spotex,mvadapter,TEXGen,goatex,syncmvd,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,18,batch2
02_16ee83e509e745998f229da44a8387e8,main,TEXGen,goatex,spotex,syncmvd,mvadapter,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,19,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_0,_corrupt_2,_corrupt_4,_corrupt_1,_corrupt_3,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,20,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,mvadapter,spotex,goatex,syncmvd,paint3d,TEXGen,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,21,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,main,mvadapter,goatex,spotex,TEXGen,syncmvd,paint3d,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,22,batch2
35_02797d5feaac4ccabfdf8b357fa2a13a,main,goatex,spotex,mvadapter,TEXGen,paint3d,syncmvd,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,23,batch2
48_d53b232eab0048b48835c2caef28f44e,main,goatex,TEXGen,syncmvd,paint3d,mvadapter,spotex,A2X2T1K2R6K6W3,H_0001,3I3WADAZ98088VXXXR6YEOMHEJSO5D,24,batch2
01_d85c3093011d4e03a0df7a4049b13816,main,mvadapter,spotex,goatex,TEXGen,paint3d,syncmvd,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,0,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_4,_corrupt_3,_corrupt_2,_corrupt_1,_corrupt_0,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,1,batch2
06_ce195c7adddb44d2bf963c526756362a,main,spotex,paint3d,goatex,syncmvd,mvadapter,TEXGen,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,2,batch2
54_120ac5f53bda4d1d9306a050a3b6e46b,vigilance,spotex,_corrupt_3,_corrupt_2,_corrupt_0,_corrupt_4,_corrupt_1,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,3,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,goatex,syncmvd,mvadapter,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,4,batch2
02_16ee83e509e745998f229da44a8387e8,main,spotex,mvadapter,paint3d,goatex,TEXGen,syncmvd,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,5,batch2
58_1d7b005b0cf241d9890739a549769c86,main,spotex,TEXGen,syncmvd,goatex,paint3d,mvadapter,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,6,batch2
27_0aa910f8ec974330a9a89a5c7cf4e3dd,vigilance,spotex,_corrupt_1,_corrupt_4,_corrupt_2,_corrupt_3,_corrupt_0,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,7,batch2
02_16ee83e509e745998f229da44a8387e8,main,mvadapter,spotex,paint3d,goatex,syncmvd,TEXGen,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,8,batch2
45_1a6d42ef69294498937aab039ececb00,main,spotex,TEXGen,mvadapter,goatex,syncmvd,paint3d,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,9,batch2
58_1d7b005b0cf241d9890739a549769c86,vigilance,spotex,_corrupt_1,_corrupt_2,_corrupt_3,_corrupt_0,_corrupt_4,A24SNSQNVMG2MV,H_0001,39KFRKBFI5R6AJ7H8TBVPLKA9OVYO2,10,batch2
